1036,شیمی تکس,شیمی تکس آریا ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1037,صادرات بازار,صندوق سرمایه گذاری بازارگردانی گنجینه سپهر صادرات ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1038,صادرات سهام,صندوق سرمایه گذاری بانک صادرات ایران ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
2257,سرمایه گذاری شفا دارو,,,,,
1039,صایند,صندوق سرمایه گذاری گنجینه آینده روشن(ETF) ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,پذیرفته شده در فرابورس ایران,صندوق سرمایه گذاری قابل معامله,-
1040,صبا,سرمایه گذاری صبا تامین ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,سرمایه گذاریها,www.sabatamin.ir
1041,صبا ابنیه,صبا ابنیه ایرانیان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1042,صبا اروند,توسعه نفت و گاز صبا اروند ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1043,صبا سهام,صندوق سرمایه گذاری صبا ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1044,صبانیک بازار,اختصاصی بازار گردان صبا نیک ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1045,صبا هدف سهام,صندوق سرمایه گذاری مشترک صبای هدف ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.hadafmf.ir
1046,صبای کنگان,توسعه نفت و گاز صبای کنگان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1047,صبسته فارس و خوزستان,صنعت بسته بندی سیمان فارس و خوزستان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1048,صپچزمزم,صنایع پلاستیک جهاد زمزم ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1049,صتوصل,سرمایه گذاری و توسعه صنایع لاستیک(نخ تایرصبا) ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1050,صجکنگان,مجتمع صنعتی نفت و گاز صبا جم کنگان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1051,صرفاه,صرافی رفاه ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1052,صغرب,صندوق سرمایه ‏گذاری زمین وساختمان مسکن شمال غرب ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,پذیرفته شده در فرابورس ایران,صندوق سرمایه گذاری قابل معامله,-
1053,صفوخلیج,صبا فولاد خلیج فارس ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1054,صکارون,توسعه نفت و گاز صبا کارون ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1055,صملی گاز,صنایع ملی گاز ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1056,صنایع خودرو سازی کرمان,صنایع خودرو سازی کرمان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1057,صنایع لایروبی ترانشه,صنایع لایروبی ترانشه پارس تتیس ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1058,صندوق بازنشستگی,صندوق حمایت و بازنشستگی کارکنان فولاد ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1059,صندوق بازنشستگی آینده ساز,صندوق حمایت و بازنشستگی آینده ساز ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1060,صندوق بازنشستگی کشوری,صندوق بازنشستگی کشوری ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1061,صندوق بیمه اجتماعی روستاییان و عشایر,صندوق بیمه اجتماعی کشاورزان، روستاییان و عشایر ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1062,صندوق سرمایه گذاری امید نوین ایرانیان,صندوق سرمایه گذاری امید نوین ایرانیان ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1063,صندوق سرمایه گذاری توسعه فردا,صندوق سرمایه گذاری توسعه فردا ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1064,صندوق سرمایه گذاری کارگزاری بانک صادرات ایران,صندوق سرمایه گذاری کارگزاری بانک صادرات ایران ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1065,صندوق سرمایه گذاری محبان نینوا,صندوق سرمایه گذاری محبان نینوا ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1066,صندوق سرمایه گذاری مشترک ایساتیس,صندوق سرمایه گذاری مشترک ایساتیس ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1067,صندوق سرمایه گذاری مشترک بیمه دی,صندوق سرمایه گذاری مشترک آشنای دی ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1068,صندوق سرمایه گذاری مشترک خبرگان,صندوق سرمایه گذاری مشترک خبرگان ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1069,صندوق سرمایه گذاری مشترک کاسپین مهر ایرانیان (سپه),صندوق سرمایه گذاری مشترک کاسپین مهر ایرانیان (سپه) ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1070,صنعت سهام,صندوق سرمایه گذاری مشترک صنعت و معدن ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1071,صنعت گستر کیش,صنعت گستر کیش ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1073,صنعتی مهتاب صنعت نیرو,صنعتی مهتاب صنعت نیرو ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1074,صنفت,صندوق های بازنشستگی پس انداز و رفاه کارکنان صنعت نفت ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
2258,خوارزمی سهام,,,,,
2273,تامین سرمایه امین,,,,,
1075,صنوین,صندوق سرمایه گذاری سپهر اندیشه نوین(ETF) ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,صندوق سرمایه گذاری قابل معامله,http://www.sepehrnovin.ir/
1076,طراحی مهندسی توربو کمپرسور نفت اسیا,طراحی مهندسی توربو کمپرسور نفت اسیا ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1077,طلا,صندوق سرمایه گذاری پشتوانه طلای لوتوس(ETF) ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,پذیرفته شده در بورس کالای ایران,-,www.lotusgoldfund.capital
1078,طلای کردستان,توسعه معادن طلای کردستان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1079,طوس,افق تامین انرژی طوس ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1080,طیور فارس,مجتمع طیور فارس ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1081,عرصه تجارت,عرصه تجارت ایرانیان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1082,عقیق سهام,صندوق سرمایه گذاری مشترک عقیق ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1083,عمران آوا سلامت,عمران آوا سلامت ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1084,عمران ارگ,عمران ارگ ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1085,عمران به اسا,شرکت ساخت و ساز عمران به آسا ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1086,عمران پارس آینده,سرمایه گذاری عمران پارس آینده ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1087,عمران تهاتر,عمران تهاتر شهر ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1088,عمران زمین,ستاره عمران زمین ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1089,عمران سپهر وکیل آباد,عمران سپهر وکیل آباد ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1090,عمران طوبی,توسعه و عمران اقتصاد شهر طوبی ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1091,عمران معصومیه,عمران معصومیه ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1092,عمرانی کارکنان شهرداری تهران,عمرانی کارکنان شهرداری تهران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1093,عیار,صندوق سرمایه گذاری در اوراق بهادار مبتنی بر سکه طلای مفید(ETF) ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,پذیرفته شده در بورس کالای ایران,-,ayaretf.com/
1094,غاذر,کشت و صنعت پیاذر ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.piazar.com
1095,غالبر,لبنیات کالبر ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.kalber-dairy.com
1096,غبشهر,صنعتی بهشهر ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.behshahr-ind.com
1097,غبهار,کشت و صنعت بهاران گلبهار خراسان ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,محصولات غذایی و آشامیدنی به جز قند و شکر,www.tabarok.ir
1098,غبهنوش,بهنوش ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.Behnoushiran.com
1099,غپاذر,شیر پاستوریزه پگاه آذربایجان شرقی ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.tabriz.irandairy.ir/
1100,غپاک,لبنیات پاستوریزه پاک ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.pakdairy.com
1101,غپونه,نوش پونه مشهد ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,محصولات غذایی و آشامیدنی به جز قند و شکر,www.tabarok.com
1102,غپیچک,پیچک ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,محصولات غذایی و آشامیدنی به جز قند و شکر,www.pichack food .ir
1103,غپینو,صنعتی پارس مینو ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.parsminoo.org
1104,غچین,مجتمع کشت و صنعت چین چین ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,http://chinchinco.com/
1105,غدام,خوراک دام پارس ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.parsfeedco.com
1106,غدشت,دشت مرغاب ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.1and1.co.ir
1107,غدیس,پاکدیس ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.pakdisco.com
1588,مسصنفت,مهندسی و ساختمانی صبا نفت ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1108,غزر,زر ماکارون ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,zarmacaron.com
1109,غساسا,ساسان ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,www.sasanco.com
1110,غسالم,سالمین ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,-
2259,یکم آبان سهام,,,,,
1111,غسنیم,فرآورده های نوشیدنی تسنیم نوش ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
1112,غشاذر,شیر پاستوریزه پگاه آذربایجان غربی ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.urmia.irandairy.ir
1113,غشان,شیر پاستوریزه پگاه خراسان ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.khorasan.irandairy.ir
1114,غشصفا,شیر پاستوریزه پگاه اصفهان ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.pegahesfahan.com
1115,غشوکو,شوکو پارس ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,محصولات غذایی و آشامیدنی به جز قند و شکر,www.chocopars.ir
1116,غشهد,شهد ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.shahdiran.ir
1117,غشهداب,کشت و صنعت شهداب ناب خراسان ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.tabarok.ir
1118,غصینو,صنعتی مینو ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.minoogroup.com
1119,غفارس,شیر پاستوریزه پگاه فارس ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.pegah-fars.com
1120,غکورش,صنعت غذایی کورش ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,-
1121,غکولاک,کولاک شرق ,سهامی عام بورسی ,ثبت نشده نزد سازمان,محصولات غذایی و آشامیدنی به جز قند و شکر,www.coolack.com
1122,غگرجی,بیسکویت گرجی ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.gorgico.com
1123,غگز,گز سکه ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.sekkehgaz.com
1124,غگل,گلوکوزان ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.glucosan.ir
1125,غگلپا,شیر پاستوریزه پگاه گلپایگان ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.golpayegan.pegah.ir/
1126,غگلستا,شیر پاستوریزه پگاه گلستان ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,محصولات غذایی و آشامیدنی به جز قند و شکر,WWW.GOLESTAN.PEGAH.IR
1127,غگیلا,شیر پاستوریزه پگاه گیلان ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,محصولات غذایی و آشامیدنی به جز قند و شکر,-
1128,غلبنی,شیر پاستوریزه پگاه اراک ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,http://saladairy.ir/
1129,غمارگ,مارگارین ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.mmc.ir
1130,غمهرا,گروه تولیدی مهرام ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.mahramco.com
1131,غمینو,صنایع غذائی مینو شرق ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.minoogroup.com
1132,غناب,صنعتی ناب ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,محصولات غذایی و آشامیدنی به جز قند و شکر,-
1133,غنوش,نوش مازندران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.nooshmazandaran.com
1134,غنیلی,مجتمع تولیدی نیلی صنعت کرمان ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,محصولات غذایی و آشامیدنی به جز قند و شکر,-
1135,غویتا,ویتانا ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,محصولات غذایی و آشامیدنی به جز قند و شکر,www.vitana.co
1136,غیوان,کیوان ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,محصولات غذایی و آشامیدنی به جز قند و شکر,www.kayvanco.com
1137,فآپی ریز,فن آوران تراز پی ریز ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1138,فاذر,صنایع آذرآب ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,ساخت محصولات فلزی,www.azarab.ir
1139,فاذری,فولاد آذربایجان ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
1140,فارابی بازار,صندوق سرمایه گذاری اختصاصی بازارگردانی الگوریتمی امید فارابی ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.mmxo.irfarabi.com/
1141,فارابی ثابت,صندوق سرمایه گذاری دوم اکسیر فارابی ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,-
1142,فارابی سهام,صندوق سرمایه گذاری مشترک یکم اکسیر فارابی ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.farabifund.com
1143,فاراک,ماشین سازی اراک ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,ساخت محصولات فلزی,www.msa.ir
1144,فارس,صنایع پتروشیمی خلیج فارس ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,محصولات شیمیایی,pgpic.ir
1145,فارسکوه,مهندسی تعمیرات اساسی هواپیمایی فارس کوه ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1146,فاسمین,کالسیمین ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.calcimin.ir
1147,فافزا,فولاد افزا سپاهان ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,فلزات اساسی,www.fouladafza87@yahoo.com
1148,فاکسین خوزستان,فولاد اکسین خوزستان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1149,فالوم,آلومتک ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,فلزات اساسی,www.Alumtekcorp.com
1150,فاما,صنعتی آما ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,ساخت محصولات فلزی,www.ama_co.com
1151,فام سهام,صندوق سرمایه گذاری مشترک فام ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.fam-fund.com
1152,فاوا نفت,فاوا نفت صبا کیش ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1153,فاهواز,نورد و لوله اهواز ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,فلزات اساسی,www.arpcosteel.ir
1154,فایرا,آلومینیوم ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.iralco.ir
1155,فباهنر,صنایع مس شهید باهنر ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.csp.ir
1156,فبستم,صنایع بسته بندی مشهد ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,ساخت محصولات فلزی,www.mashhadccm.com
1157,فبناب,مجتمع فولاد آذر حدید بناب ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,-,-
1158,فبیرا,صنایع بسته بندی ایران ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,ساخت محصولات فلزی,www.cciran.ir
1159,فپارس,آلومینیوم پارس ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,-,www.alumparsco.com
1160,فپنتا,صنعتی سپنتا ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.spantainvest.ir
1161,فتامین,فرآیند گسترتامین ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1162,فتجارت دالاهو,بین‌المللی فولاد تجارت دالاهو ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1163,فتربت,مجتمع فولاد تربت حیدریه ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
1164,فجام,صنعتی جام دارو ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,ساخت محصولات فلزی,www.jamdarou.com
1165,فجر,فولاد امیر کبیر کاشان ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.amirkabirsteelco.ir
1166,فجر اعتبار,بازرگانی فجر اعتبار ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1167,فجر توسعه,مهندسین مشاور فجر توسعه ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1168,فجوش,جوش و اکسیژن ایران ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,ساخت محصولات فلزی,www.fater.com
1169,فخاس,مجتمع فولاد خراسان ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.khorasansteel.ir
1170,فخوز,فولاد خوزستان ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.ksc.ir
1171,فذوب,ایران ذوب ,سهامی عام بورسی ,ثبت نشده نزد سازمان,فلزات اساسی,-
1172,فرآور,فرآوری مواد معدنی ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,http://www.faravari.org
1173,فرآور امرتات,کانی فرآور امرتات ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1174,فرآیند بوشهر,آبزی فرآیند بوشهر ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1175,فرآیندگسترتامین,فرآیندگسترتامین ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1176,فرابورس,فرابورس ایران ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,فعالیتهای کمکی به نهادهای مالی واسط,www.ifb.ir
1177,فراز ثابت,صندوق سرمایه گذاری توسعه فراز اعتماد ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,ثبت شده پذیرفته نشده,-,www.toseefarazfund.com
1178,فراز سپهر,طراحان فراز سپهر ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1179,فراسامان,فرا توسعه سامان رشد ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
1180,فراسکو عسلویه,فراسکو عسلویه ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1181,فروس,فروسیلیس ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.Iran-ifc.com
1182,فروکروم بافت,فروکروم بافت ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1183,فروم,تولید فرومولیبدن کرمان ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,www.kerman-femo.com
1184,فرومولیبدن رفسنجان,فرومولیبدن کویر رفسنجان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1185,فروی,ذوب روی اصفهان ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,فلزات اساسی,http://zoberoy.ir/
1186,فرهنگ فیلم,علمی و فرهنگی فرهنگ فیلم تهران ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1187,فرهنگی ورزشی تامین,فرهنگی ورزشی تامین ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
2260,همکاران,,,,,
1188,فزرین,زرین معدن آسیا ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,فلزات اساسی,www.azmc.ir
1189,فسا,پتروشیمی فسا ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,محصولات شیمیایی,www.fapc.ir
1190,فسازان,غلتک سازان سپاهان ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.ghaltaksazan.com
1191,فسپا,گروه صنعتی سپاهان ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.sepahan.com
1192,فسدید,لوله و تجهیزات سدید ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,فلزات اساسی,www.sadidpipe.com
1193,فسرب,ملی سرب و روی ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.nilzco.com
1194,فسلیر,سولیران ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,ساخت محصولات فلزی,www.suliranco.com
1195,فسیرجان,مجتمع جهان فولاد سیرجان ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1196,فصنایع مس,خدمات فنی و مهندسی صنایع و معادن کانی مس ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1197,فکباتا,کنترل گاز اکباتان ,سهامی عام بورسی ,ثبت نشده نزد سازمان,ابزار پزشکی، اپتیکی و اندازه‌گیری,www.egc.ir
1198,فکمند,گسترش قطعه سازی کمند ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,-,--
1199,فگاز,کارخانجات تولید مخازن گاز طبیعی آسیا ناما ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
1200,فگیلان,فرش گیلان ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1201,فلات,گروه سرمایه گذاری صنایع و معادن فلات ایرانیان ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,سرمایه گذاریها,-
1202,فلامی,لامیران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,ساخت محصولات فلزی,www.lamiran.ir
1203,فلوله,لوله و ماشین سازی ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.lmico.net
1204,فماک,ماداکتو استیل کرد ,سهامی عام بورسی ,پذیرفته شده در فرابورس ایران,فلزات اساسی,www.madactosteel.com
1205,فمتال,پارس متال ,سهامی عام بورسی ,ثبت نشده نزد سازمان,-,-
1206,فمراد,آلومراد ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.alumtekcorp.com
1207,فملی,ملی صنایع مس ایران ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.nicico.com
1208,فن آوا,گروه فن آوا ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,رایانه و فعالیت‌های وابسته به آن,http://www.fanava.com
1209,فن آوران ایمن شبکه فاش,فن آوران ایمن شبکه فاش ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1210,فنآوران ماهشهر,پتروشیمی کیمیا فن آوران ماهشهر ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,-
1211,فناوران بردسیر,گروه مجتمع صنعتی فناوران بردسیر ,نهادهای عمومی ,ثبت نشده نزد سازمان,-,-
1212,فناوری جسورانه,صندوق سرمایه گذاری جسورانه توسعه فناوری آرمانی(ETF) ,نهاد مالی (صندوق سرمایه گذاری در اوراق بهادار) ,پذیرفته شده در فرابورس ایران,صندوق سرمایه گذاری قابل معامله,www.armanivc.com
1213,فنرژی,گسترش صنایع انرژی آذرآب ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,ساخت محصولات فلزی,www.azarabenergy.com
1214,فنفت,صنایع تجهیزات نفت ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,فلزات اساسی,www.peic.co
1215,فنوال,گروه کارخانه های تولیدی نورد آلمینیوم ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.navardaluminum.com
1216,فنورد,نورد و تولید قطعات فولادی ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,www.ghataat.cm
1217,فوچدن دورود,فولاد چدن ماشین سازی دورود ,نهادهای عمومی ,ثبت شده پذیرفته نشده,-,dabirfoolad@yahoo.com
1218,فوکا,فولاد کاویان ,سهامی عام بورسی ,ثبت شده پذیرفته نشده,فلزات اساسی,www.kaavian.com
1219,فولاد,فولاد مبارکه اصفهان ,سهامی عام بورسی ,پذیرفته شده در بورس تهران,فلزات اساسی,WWW.MSC.IR
